fecha_ingreso,destino_provincia,destino_localidad,cantidad_certificados,cantidad_personas
2020-12-01,Buenos Aires,Adolfo Gonzáles Chaves,1,2
2020-12-01,Buenos Aires,Aguas Verdes,5,18
2020-12-01,Buenos Aires,Alberti,0,
2020-12-01,Buenos Aires,Almirante Brown,0,
2020-12-01,Buenos Aires,ARRECIFES,1,2
2020-12-01,Buenos Aires,Arroyo Pareja,0,
2020-12-01,Buenos Aires,Ayacucho,0,
2020-12-01,Buenos Aires,Azul,0,
2020-12-01,Buenos Aires,Bahía Blanca,5,8
2020-12-01,Buenos Aires,Bahía San Blas,0,
2020-12-01,Buenos Aires,Balcarce,0,
2020-12-01,Buenos Aires,Balneario La Chiquita,0,
2020-12-01,Buenos Aires,Baradero,0,
2020-12-01,Buenos Aires,Benito Juárez,0,
2020-12-01,Buenos Aires,Bolívar,0,
2020-12-01,Buenos Aires,Bragado,0,
2020-12-01,Buenos Aires,Brandsen,0,
2020-12-01,Buenos Aires,Campana,0,
2020-12-01,Buenos Aires,Cañuelas,0,
2020-12-01,Buenos Aires,Capilla del Señor,0,
2020-12-01,Buenos Aires,Capitán Sarmiento,0,
2020-12-01,Buenos Aires,Carhué,1,1
2020-12-01,Buenos Aires,Cariló,37,91
2020-12-01,Buenos Aires,Carlos Casares,0,
2020-12-01,Buenos Aires,Carlos Keen,0,
2020-12-01,Buenos Aires,Carmen de Areco,0,
2020-12-01,Buenos Aires,Carmen de Patagones,0,
2020-12-01,Buenos Aires,Centinela del mar,0,
2020-12-01,Buenos Aires,Chapadmalal,6,8
2020-12-01,Buenos Aires,Chascomús,20,48
2020-12-01,Buenos Aires,Claromecó,9,26
2020-12-01,Buenos Aires,Copetonas,0,
2020-12-01,Buenos Aires,Coronel Dorrego,3,7
2020-12-01,Buenos Aires,Coronel Pringles,0,
2020-12-01,Buenos Aires,Coronel Rosales,10,18
2020-12-01,Buenos Aires,Coronel Suárez,0,
2020-12-01,Buenos Aires,Costa Azul,4,11
2020-12-01,Buenos Aires,Costa Chica,1,2
2020-12-01,Buenos Aires,Costa del Este,34,90
2020-12-01,Buenos Aires,Costa Esmeralda,7,20
2020-12-01,Buenos Aires,Cura Malal,0,
2020-12-01,Buenos Aires,Dolores,0,
2020-12-01,Buenos Aires,Ensenada,0,
2020-12-01,Buenos Aires,Escobar,0,
2020-12-01,Buenos Aires,Esteban Echeverría,0,
2020-12-01,Buenos Aires,Exaltación de la Cruz,8,10
2020-12-01,Buenos Aires,Florencio Varela,0,
2020-12-01,Buenos Aires,Florentino Ameghino,0,
2020-12-01,Buenos Aires,Fortín Mercedes,0,
2020-12-01,Buenos Aires,General Alvarado,0,
2020-12-01,Buenos Aires,General Alvear,0,
2020-12-01,Buenos Aires,General Belgrano,0,
2020-12-01,Buenos Aires,General La Madrid,0,
2020-12-01,Buenos Aires,General las Heras,0,
2020-12-01,Buenos Aires,General Lavalle,0,
2020-12-01,Buenos Aires,General Madariaga,0,
2020-12-01,Buenos Aires,General Paz,0,
2020-12-01,Buenos Aires,General Pueyrredón,0,
2020-12-01,Buenos Aires,General Rodríguez,0,
2020-12-01,Buenos Aires,General Viamonte,0,
2020-12-01,Buenos Aires,General Villegas,1,5
2020-12-01,Buenos Aires,Guamini,0,
2020-12-01,Buenos Aires,Henderson,0,
2020-12-01,Buenos Aires,Hipólito Yrigoyen,0,
2020-12-01,Buenos Aires,Huanguelen,0,
2020-12-01,Buenos Aires,J. A. Pradere,0,
2020-12-01,Buenos Aires,José B. Casas,0,
2020-12-01,Buenos Aires,Junín,1,2
2020-12-01,Buenos Aires,Lago Parque La Salada,0,
2020-12-01,Buenos Aires,La Plata,0,
2020-12-01,Buenos Aires,Laprida,0,
2020-12-01,Buenos Aires,Las Flores,0,
2020-12-01,Buenos Aires,Las Gaviotas,18,44
2020-12-01,Buenos Aires,Las Toninas,17,42
2020-12-01,Buenos Aires,Lezama,0,
2020-12-01,Buenos Aires,Lincoln,0,
2020-12-01,Buenos Aires,Lobería,0,
2020-12-01,Buenos Aires,Lobos,1,3
2020-12-01,Buenos Aires,Loma Verde,0,
2020-12-01,Buenos Aires,Los Pocitos,0,
2020-12-01,Buenos Aires,Los Toldos,0,
2020-12-01,Buenos Aires,Lucila del Mar,8,15
2020-12-01,Buenos Aires,Lujan,0,
2020-12-01,Buenos Aires,Magdalena,0,
2020-12-01,Buenos Aires,Mar Azul,16,32
2020-12-01,Buenos Aires,Mar Chiquita,0,
2020-12-01,Buenos Aires,Marcos Paz,0,
2020-12-01,Buenos Aires,Mar de Ajó,38,76
2020-12-01,Buenos Aires,Mar de Cobo,0,
2020-12-01,Buenos Aires,Mar de las Pampas,41,105
2020-12-01,Buenos Aires,Mar del Plata,225,430
2020-12-01,Buenos Aires,Mar del Sud,0,
2020-12-01,Buenos Aires,Mar del Tuyú,36,77
2020-12-01,Buenos Aires,Marisol,0,
2020-12-01,Buenos Aires,Mechongué,0,
2020-12-01,Buenos Aires,Mercedes,0,
2020-12-01,Buenos Aires,Miramar,0,
2020-12-01,Buenos Aires,Monte,0,
2020-12-01,Buenos Aires,Monte Hermoso,0,
2020-12-01,Buenos Aires,Necochea,13,23
2020-12-01,Buenos Aires,Nueva Atlantis,16,39
2020-12-01,Buenos Aires,Olavarría,1,1
2020-12-01,Buenos Aires,Orense,2,7
2020-12-01,Buenos Aires,Ostende,3,6
2020-12-01,Buenos Aires,Otamendi,0,
2020-12-01,Buenos Aires,Pedro Luro,0,
2020-12-01,Buenos Aires,Pehuen Co,0,
2020-12-01,Buenos Aires,Pellegrini,0,
2020-12-01,Buenos Aires,Pergamino,0,
2020-12-01,Buenos Aires,Pigüé,0,
2020-12-01,Buenos Aires,Pilar,0,
2020-12-01,Buenos Aires,Pinamar,47,116
2020-12-01,Buenos Aires,Pinar del Sol - Villa Robles,0,
2020-12-01,Buenos Aires,Puán,1,4
2020-12-01,Buenos Aires,Pueblo San José,0,
2020-12-01,Buenos Aires,Pueblo Santa María,0,
2020-12-01,Buenos Aires,Punta Alta,0,
2020-12-01,Buenos Aires,Punta Indio,1,3
2020-12-01,Buenos Aires,Punta Lara,0,
2020-12-01,Buenos Aires,Quequén,1,4
2020-12-01,Buenos Aires,Ramallo,0,
2020-12-01,Buenos Aires,Ranchos,0,
2020-12-01,Buenos Aires,Rauch,2,2
2020-12-01,Buenos Aires,Reta,6,11
2020-12-01,Buenos Aires,Rivadavia,0,
2020-12-01,Buenos Aires,Rojas,0,
2020-12-01,Buenos Aires,Roque Pérez,0,
2020-12-01,Buenos Aires,Saavedra,0,
2020-12-01,Buenos Aires,Saladillo,0,
2020-12-01,Buenos Aires,Saldungaray,0,
2020-12-01,Buenos Aires,Salliqueló,0,
2020-12-01,Buenos Aires,San Andrés de las Sierras,0,
2020-12-01,Buenos Aires,San Antonio de Areco,1,2
2020-12-01,Buenos Aires,San Bernardo,57,128
2020-12-01,Buenos Aires,San Cayetano,1,2
2020-12-01,Buenos Aires,San Clemente del Tuyú,32,73
2020-12-01,Buenos Aires,San Mayol,0,
2020-12-01,Buenos Aires,San Miguel del Monte,0,
2020-12-01,Buenos Aires,San Nicolás,1,1
2020-12-01,Buenos Aires,San Pedro,0,
2020-12-01,Buenos Aires,Santa Clara del Mar,0,
2020-12-01,Buenos Aires,Santa Teresita,40,96
2020-12-01,Buenos Aires,Sierra de la Ventana,9,23
2020-12-01,Buenos Aires,Sierra de los Padres,7,22
2020-12-01,Buenos Aires,Stroeder,0,
2020-12-01,Buenos Aires,Suipacha,0,
2020-12-01,Buenos Aires,Tandil,11,20
2020-12-01,Buenos Aires,Tapalqué,0,
2020-12-01,Buenos Aires,Tigre,2,3
2020-12-01,Buenos Aires,Tomás Jofré,0,
2020-12-01,Buenos Aires,Tordillo,0,
2020-12-01,Buenos Aires,Tornquist,0,
2020-12-01,Buenos Aires,Trenque Lauquen,0,
2020-12-01,Buenos Aires,Tres Arroyos,0,
2020-12-01,Buenos Aires,Uribelarrea,0,
2020-12-01,Buenos Aires,Valeria del Mar,13,32
2020-12-01,Buenos Aires,Veinticinco de Mayo,0,
2020-12-01,Buenos Aires,Villa Cacique / Barquer,0,
2020-12-01,Buenos Aires,Villa del Mar,0,
2020-12-01,Buenos Aires,Villa Gesell,83,170
2020-12-01,Buenos Aires,Villa la Arcadia,0,
2020-12-01,Buenos Aires,Villalonga,0,
2020-12-01,Buenos Aires,Villanueva,0,
2020-12-01,Buenos Aires,Villarino,4,5
2020-12-01,Buenos Aires,Villa Serrana de la Gruta,0,
2020-12-01,Buenos Aires,Villa Turística 7 de Marzo,0,
2020-12-01,Buenos Aires,Villa Ventana,5,11
2020-12-01,Buenos Aires,Zárate,0,
2020-12-01,Catamarca,Aconquija,0,
2020-12-01,Catamarca,Ancasti,0,
2020-12-01,Catamarca,Andalgalá,0,
2020-12-01,Catamarca,Antofagasta de la Sierra,0,
2020-12-01,Catamarca,Belén,0,
2020-12-01,Catamarca,Chumbicha,0,
2020-12-01,Catamarca,El Alto,0,
2020-12-01,Catamarca,El Rodeo,0,
2020-12-01,Catamarca,Fiambalá,0,
2020-12-01,Catamarca,Fray Mamerto Esquiú,0,
2020-12-01,Catamarca,Hualfín,0,
2020-12-01,Catamarca,Huillapima,0,
2020-12-01,Catamarca,Icaño,0,
2020-12-01,Catamarca,La Puerta,0,
2020-12-01,Catamarca,Las Juntas,0,
2020-12-01,Catamarca,Los Altos,0,
2020-12-01,Catamarca,Los Varela,0,
2020-12-01,Catamarca,Paclín,0,
2020-12-01,Catamarca,Pomán,0,
2020-12-01,Catamarca,Puerta de Corral Quemado,0,
2020-12-01,Catamarca,Puerta de San José,0,
2020-12-01,Catamarca,Recreo,0,
2020-12-01,Catamarca,San Fernando del Valle de Catamarca,0,
2020-12-01,Catamarca,San José,0,
2020-12-01,Catamarca,Santa María,0,
2020-12-01,Catamarca,Saujil,0,
2020-12-01,Catamarca,Tinogasta,0,
2020-12-01,Catamarca,Valle Viejo,0,
2020-12-01,Catamarca,Villa Vil,0,
2020-12-01,Chubut,28 de Julio,0,
2020-12-01,Chubut,Aldea Apeleg,0,
2020-12-01,Chubut,Aldea Beleiro,0,
2020-12-01,Chubut,Aldea Epulef,0,
2020-12-01,Chubut,Alto Río Senguer,0,
2020-12-01,Chubut,Buen Pasto,0,
2020-12-01,Chubut,Camarones,0,
2020-12-01,Chubut,Carrenleufú,0,
2020-12-01,Chubut,Cerro Centinela,0,
2020-12-01,Chubut,Cerro Cóndor,0,
2020-12-01,Chubut,Cholila,0,
2020-12-01,Chubut,Colan Conhué,0,
2020-12-01,Chubut,Comodoro Rivadavia,0,
2020-12-01,Chubut,Corcovado,0,
2020-12-01,Chubut,Cushamen,0,
2020-12-01,Chubut,Dique Florentino Ameghino,0,
2020-12-01,Chubut,Doctor Atilio Viglione,0,
2020-12-01,Chubut,Doctor Ricardo Rojas,0,
2020-12-01,Chubut,Dolavon,0,
2020-12-01,Chubut,El Escorial,0,
2020-12-01,Chubut,El Hoyo,0,
2020-12-01,Chubut,El Maitén,0,
2020-12-01,Chubut,Epuyén,0,
2020-12-01,Chubut,Esquel,0,
2020-12-01,Chubut,Facundo,0,
2020-12-01,Chubut,Gaiman,0,
2020-12-01,Chubut,Gan Gan,0,
2020-12-01,Chubut,Gastre,0,
2020-12-01,Chubut,Gobernador Costa,0,
2020-12-01,Chubut,Gualjaina,0,
2020-12-01,Chubut,José de San Martín,0,
2020-12-01,Chubut,Lago Blanco,0,
2020-12-01,Chubut,Lago Puelo,0,
2020-12-01,Chubut,Lagunita Salada,0,
2020-12-01,Chubut,Las Plumas,0,
2020-12-01,Chubut,Los Altares,0,
2020-12-01,Chubut,Paso de Indios,0,
2020-12-01,Chubut,Paso del Sapo,0,
2020-12-01,Chubut,Playa Unión,0,
2020-12-01,Chubut,Puerto Madryn,0,
2020-12-01,Chubut,Puerto Pirámides,0,
2020-12-01,Chubut,Rada Tilly,0,
2020-12-01,Chubut,Río Mayo,0,
2020-12-01,Chubut,Río Pico,0,
2020-12-01,Chubut,Sarmiento,0,
2020-12-01,Chubut,Tecka,0,
2020-12-01,Chubut,Telsen,0,
2020-12-01,Chubut,Trelew,0,
2020-12-01,Chubut,Trevelin,0,
2020-12-01,Cordoba,Achiras,0,
2020-12-01,Cordoba,Adelia María,0,
2020-12-01,Cordoba,Agua de Oro,0,
2020-12-01,Cordoba,Alcira Gigena,0,
2020-12-01,Cordoba,Aldea Santa María,0,
2020-12-01,Cordoba,Alejandro Roca,0,
2020-12-01,Cordoba,Alejo Ledesma,0,
2020-12-01,Cordoba,Alicia,0,
2020-12-01,Cordoba,Almafuerte,0,
2020-12-01,Cordoba,Alpa Corral,0,
2020-12-01,Cordoba,Alta Gracia,0,
2020-12-01,Cordoba,Alto Alegre,0,
2020-12-01,Cordoba,Alto de los Quebrachos,0,
2020-12-01,Cordoba,Altos de Chipion,0,
2020-12-01,Cordoba,Amboy,0,
2020-12-01,Cordoba,Ámbul,0,
2020-12-01,Cordoba,Ana Zumarán,0,
2020-12-01,Cordoba,Anisacate,0,
2020-12-01,Cordoba,Arias,0,
2020-12-01,Cordoba,Arroyito,0,
2020-12-01,Cordoba,Arroyo Algodón,0,
2020-12-01,Cordoba,Arroyo Cabral,0,
2020-12-01,Cordoba,Arroyo de los Patos,0,
2020-12-01,Cordoba,Assunta,0,
2020-12-01,Cordoba,Atahona,0,
2020-12-01,Cordoba,Ausonia,0,
2020-12-01,Cordoba,Avellaneda,0,
2020-12-01,Cordoba,Ballesteros,0,
2020-12-01,Cordoba,Ballesteros Sud,0,
2020-12-01,Cordoba,Balnearia,0,
2020-12-01,Cordoba,Bañado de Soto,0,
2020-12-01,Cordoba,Bell Ville,0,
2020-12-01,Cordoba,Bengolea,0,
2020-12-01,Cordoba,Benjamín Gould,0,
2020-12-01,Cordoba,Berrotarán,0,
2020-12-01,Cordoba,Bialet Massé,0,
2020-12-01,Cordoba,Bouwer,0,
2020-12-01,Cordoba,Brinkmann,0,
2020-12-01,Cordoba,Buchardo,0,
2020-12-01,Cordoba,Bulnes,0,
2020-12-01,Cordoba,Cabalango,0,
2020-12-01,Cordoba,Calchín,0,
2020-12-01,Cordoba,Calchín Oeste,0,
2020-12-01,Cordoba,Calmayo,0,
2020-12-01,Cordoba,Camilo Aldao,0,
2020-12-01,Cordoba,Caminiaga,0,
2020-12-01,Cordoba,Canals,0,
2020-12-01,Cordoba,Candelaria Sud,0,
2020-12-01,Cordoba,Cañada de Luque,0,
2020-12-01,Cordoba,Cañada de Machado,0,
2020-12-01,Cordoba,Cañada de Río Pinto,0,
2020-12-01,Cordoba,Capilla del Carmen,0,
2020-12-01,Cordoba,Capilla del Monte,0,
2020-12-01,Cordoba,Capilla de los Remedios,0,
2020-12-01,Cordoba,Capilla de Sitón,0,
2020-12-01,Cordoba,Capitán General Bernardo O'Higgins,0,
2020-12-01,Cordoba,Carnerillo,0,
2020-12-01,Cordoba,Carrilobo,0,
2020-12-01,Cordoba,Casa Grande,0,
2020-12-01,Cordoba,Cavanagh,0,
2020-12-01,Cordoba,Cerro Colorado,0,
2020-12-01,Cordoba,Chaján,0,
2020-12-01,Cordoba,Chancaní,0,
2020-12-01,Cordoba,Chañar Viejo,0,
2020-12-01,Cordoba,Charbonier,0,
2020-12-01,Cordoba,Charras,0,
2020-12-01,Cordoba,Chazón,0,
2020-12-01,Cordoba,Chilibroste,0,
2020-12-01,Cordoba,Chucul,0,
2020-12-01,Cordoba,Chuña,0,
2020-12-01,Cordoba,Chuña Huasi,0,
2020-12-01,Cordoba,Churqui Cañada,0,
2020-12-01,Cordoba,Ciénaga del Coro,0,
2020-12-01,Cordoba,Cintra,0,
2020-12-01,Cordoba,Colazo,0,
2020-12-01,Cordoba,Colonia Anita,0,
2020-12-01,Cordoba,Colonia Barge,0,
2020-12-01,Cordoba,Colonia Bismarck,0,
2020-12-01,Cordoba,Colonia Bremen,0,
2020-12-01,Cordoba,Colonia Caroya,0,
2020-12-01,Cordoba,Colonia Italiana,0,
2020-12-01,Cordoba,Colonia las Cuatro Esquinas,0,
2020-12-01,Cordoba,Colonia las Pichanas,0,
2020-12-01,Cordoba,Colonia Marina,0,
2020-12-01,Cordoba,Colonia Prosperidad,0,
2020-12-01,Cordoba,Colonia San Bartolomé,0,
2020-12-01,Cordoba,Colonia San Pedro,0,
2020-12-01,Cordoba,Colonia Tirolesa,0,
2020-12-01,Cordoba,Colonia Vicente Agüero,0,
2020-12-01,Cordoba,Colonia Vignaud,0,
2020-12-01,Cordoba,Comechingones,0,
2020-12-01,Cordoba,Conlara,0,
2020-12-01,Cordoba,Copacabana,0,
2020-12-01,Cordoba,Córdoba,0,
2020-12-01,Cordoba,Coronel Baigorria,0,
2020-12-01,Cordoba,Coronel Moldes,0,
2020-12-01,Cordoba,Corral de Bustos,0,
2020-12-01,Cordoba,Corralito,0,
2020-12-01,Cordoba,Cosquín,0,
2020-12-01,Cordoba,Costa Sacate,0,
2020-12-01,Cordoba,Cruz Alta,0,
2020-12-01,Cordoba,Cruz de Caña,0,
2020-12-01,Cordoba,Cruz del Eje,0,
2020-12-01,Cordoba,Cuesta Blanca,0,
2020-12-01,Cordoba,Dalmacio Vélez Sarsfield,0,
2020-12-01,Cordoba,Deán Funes,0,
2020-12-01,Cordoba,Del Campillo,0,
2020-12-01,Cordoba,Despeñaderos,0,
2020-12-01,Cordoba,Devoto,0,
2020-12-01,Cordoba,Diego de Rojas,0,
2020-12-01,Cordoba,Dique Chico,0,
2020-12-01,Cordoba,El Arañado,0,
2020-12-01,Cordoba,El Brete,0,
2020-12-01,Cordoba,El Chacho,0,
2020-12-01,Cordoba,El Crispín,0,
2020-12-01,Cordoba,Elena,0,
2020-12-01,Cordoba,El Fortín,0,
2020-12-01,Cordoba,El Manzano,0,
2020-12-01,Cordoba,El Rastreador,0,
2020-12-01,Cordoba,El Rodeo,0,
2020-12-01,Cordoba,El Tío,0,
2020-12-01,Cordoba,Embalse,0,
2020-12-01,Cordoba,Esquina,0,
2020-12-01,Cordoba,Estación General Paz,0,
2020-12-01,Cordoba,Estación Juárez Celman,0,
2020-12-01,Cordoba,Estancia de Guadalupe,0,
2020-12-01,Cordoba,Estancia Vieja,0,
2020-12-01,Cordoba,Etruria,0,
2020-12-01,Cordoba,Eufrasio Loza,0,
2020-12-01,Cordoba,Falda del Carmen,0,
2020-12-01,Cordoba,Freyre,0,
2020-12-01,Cordoba,General Baldissera,0,
2020-12-01,Cordoba,General Cabrera,0,
2020-12-01,Cordoba,General Deheza,0,
2020-12-01,Cordoba,General Fotheringham,0,
2020-12-01,Cordoba,General Levalle,0,
2020-12-01,Cordoba,General Roca,0,
2020-12-01,Cordoba,Guanaco Muerto,0,
2020-12-01,Cordoba,Guasapampa,0,
2020-12-01,Cordoba,Guatimozín,0,
2020-12-01,Cordoba,Gutemberg,0,
2020-12-01,Cordoba,Hernando,0,
2020-12-01,Cordoba,Huanchilla,0,
2020-12-01,Cordoba,Huerta Grande,0,
2020-12-01,Cordoba,Huinca Renancó,0,
2020-12-01,Cordoba,Idiazábal,0,
2020-12-01,Cordoba,Inriville,0,
2020-12-01,Cordoba,Isla Verde,0,
2020-12-01,Cordoba,Italó,0,
2020-12-01,Cordoba,James Craik,0,
2020-12-01,Cordoba,Jesús María,0,
2020-12-01,Cordoba,Jovita,0,
2020-12-01,Cordoba,Justiniano Posse,0,
2020-12-01,Cordoba,Kilómetro 658,0,
2020-12-01,Cordoba,La Batea,0,
2020-12-01,Cordoba,Laborde,0,
2020-12-01,Cordoba,Laboulaye,0,
2020-12-01,Cordoba,La Calera,0,
2020-12-01,Cordoba,La Carlota,0,
2020-12-01,Cordoba,La Carolina (El Potosí),0,
2020-12-01,Cordoba,La Cautiva,0,
2020-12-01,Cordoba,La Cesira,0,
2020-12-01,Cordoba,La Cruz,0,
2020-12-01,Cordoba,La Cumbre,0,
2020-12-01,Cordoba,La Cumbrecita,0,
2020-12-01,Cordoba,La Falda,0,
2020-12-01,Cordoba,La Francia,0,
2020-12-01,Cordoba,La Granja,0,
2020-12-01,Cordoba,Laguna Larga,0,
2020-12-01,Cordoba,La Higuera,0,
2020-12-01,Cordoba,La Laguna,0,
2020-12-01,Cordoba,La Paisanita,0,
2020-12-01,Cordoba,La Palestina,0,
2020-12-01,Cordoba,La Pampa,0,
2020-12-01,Cordoba,La Paquita,0,
2020-12-01,Cordoba,La Para,0,
2020-12-01,Cordoba,La Paz,0,
2020-12-01,Cordoba,La Playa,0,
2020-12-01,Cordoba,La Playosa,0,
2020-12-01,Cordoba,La Población,0,
2020-12-01,Cordoba,La Posta,0,
2020-12-01,Cordoba,La Puerta,0,
2020-12-01,Cordoba,La Quinta,0,
2020-12-01,Cordoba,La Rancherita,0,
2020-12-01,Cordoba,La Rinconada,0,
2020-12-01,Cordoba,Las Acequias,0,
2020-12-01,Cordoba,Las Albahacas,0,
2020-12-01,Cordoba,Las Arrias,0,
2020-12-01,Cordoba,Las Bajadas,0,
2020-12-01,Cordoba,Las Caleras,0,
2020-12-01,Cordoba,Las Calles,0,
2020-12-01,Cordoba,Las Cañadas,0,
2020-12-01,Cordoba,La Serranita,0,
2020-12-01,Cordoba,Las Gramillas,0,
2020-12-01,Cordoba,Las Higueras,0,
2020-12-01,Cordoba,Las Isletillas,0,
2020-12-01,Cordoba,Las Junturas,0,
2020-12-01,Cordoba,Las Palmas,0,
2020-12-01,Cordoba,Las Peñas,0,
2020-12-01,Cordoba,Las Peñas Sud,0,
2020-12-01,Cordoba,Las Perdices,0,
2020-12-01,Cordoba,Las Playas,0,
2020-12-01,Cordoba,Las Rabonas,0,
2020-12-01,Cordoba,Las Saladas,0,
2020-12-01,Cordoba,Las Tapias,0,
2020-12-01,Cordoba,Las Varas,0,
2020-12-01,Cordoba,Las Varillas,0,
2020-12-01,Cordoba,Las Vertientes,0,
2020-12-01,Cordoba,La Tordilla,0,
2020-12-01,Cordoba,Leones,0,
2020-12-01,Cordoba,Los Cedros,0,
2020-12-01,Cordoba,Los Cerrillos,0,
2020-12-01,Cordoba,Los Chañaritos (C.E.),0,
2020-12-01,Cordoba,Los Chañaritos (R.S.),0,
2020-12-01,Cordoba,Los Cisnes,0,
2020-12-01,Cordoba,Los Cocos,0,
2020-12-01,Cordoba,Los Cóndores,0,
2020-12-01,Cordoba,Los Hornillos,0,
2020-12-01,Cordoba,Los Hoyos,0,
2020-12-01,Cordoba,Los Mistoles,0,
2020-12-01,Cordoba,Los Molinos,0,
2020-12-01,Cordoba,Los Pozos,0,
2020-12-01,Cordoba,Los Reartes,0,
2020-12-01,Cordoba,Los Surgentes,0,
2020-12-01,Cordoba,Los Talares,0,
2020-12-01,Cordoba,Los Zorros,0,
2020-12-01,Cordoba,Lozada,0,
2020-12-01,Cordoba,Luca,0,
2020-12-01,Cordoba,Lucio V. Mansilla,0,
2020-12-01,Cordoba,Luque,0,
2020-12-01,Cordoba,Lutti,0,
2020-12-01,Cordoba,Luyaba,0,
2020-12-01,Cordoba,Malagueño,0,
2020-12-01,Cordoba,Malena,0,
2020-12-01,Cordoba,Malvinas Argentinas,0,
2020-12-01,Cordoba,Manfredi,0,
2020-12-01,Cordoba,Maquinista Gallini,0,
2020-12-01,Cordoba,Marcos Juárez,0,
2020-12-01,Cordoba,Marull,0,
2020-12-01,Cordoba,Matorrales,0,
2020-12-01,Cordoba,Mattaldi,0,
2020-12-01,Cordoba,Mayu Sumaj,0,
2020-12-01,Cordoba,Media Naranja,0,
2020-12-01,Cordoba,Melo,0,
2020-12-01,Cordoba,Mendiolaza,0,
2020-12-01,Cordoba,Mi Granja,0,
2020-12-01,Cordoba,Mina Clavero,0,
2020-12-01,Cordoba,Miramar,0,
2020-12-01,Cordoba,Monte Buey,0,
2020-12-01,Cordoba,Monte Cristo,0,
2020-12-01,Cordoba,Monte de los Gauchos,0,
2020-12-01,Cordoba,Monte Leña,0,
2020-12-01,Cordoba,Monte Maíz,0,
2020-12-01,Cordoba,Monte Ralo,0,
2020-12-01,Cordoba,Morrison,0,
2020-12-01,Cordoba,Morteros,0,
2020-12-01,Cordoba,Nicolás Bruzzone,0,
2020-12-01,Cordoba,Noetinger,0,
2020-12-01,Cordoba,Nono,0,
2020-12-01,Cordoba,Obispo Trejo,0,
2020-12-01,Cordoba,Olaeta,0,
2020-12-01,Cordoba,Oliva,0,
2020-12-01,Cordoba,Olivares de San Nicolás,0,
2020-12-01,Cordoba,Oncativo,0,
2020-12-01,Cordoba,Ordóñez,0,
2020-12-01,Cordoba,Pampayasta Norte,0,
2020-12-01,Cordoba,Pampayasta Sud,0,
2020-12-01,Cordoba,Panaholma,0,
2020-12-01,Cordoba,Pascanas,0,
2020-12-01,Cordoba,Pasco,0,
2020-12-01,Cordoba,Paso del Durazno,0,
2020-12-01,Cordoba,Paso Viejo,0,
2020-12-01,Cordoba,Pilar,0,
2020-12-01,Cordoba,Pincén,0,
2020-12-01,Cordoba,Piquillín,0,
2020-12-01,Cordoba,Plaza de Mercedes,0,
2020-12-01,Cordoba,Plaza Luxardo,0,
2020-12-01,Cordoba,Porteña,0,
2020-12-01,Cordoba,Potrero de Garay,0,
2020-12-01,Cordoba,Pozo del Molle,0,
2020-12-01,Cordoba,Pozo Nuevo,0,
2020-12-01,Cordoba,Pueblo Italiano,0,
2020-12-01,Cordoba,Puesto de Castro,0,
2020-12-01,Cordoba,Punta del Agua,0,
2020-12-01,Cordoba,Quebracho Herrado,0,
2020-12-01,Cordoba,Quilino,0,
2020-12-01,Cordoba,Rafael García,0,
2020-12-01,Cordoba,Ranqueles,0,
2020-12-01,Cordoba,Rayo Cortado,0,
2020-12-01,Cordoba,Reducción,0,
2020-12-01,Cordoba,Rincón,0,
2020-12-01,Cordoba,Río Bamba,0,
2020-12-01,Cordoba,Río Ceballos,0,
2020-12-01,Cordoba,Río Cuarto,0,
2020-12-01,Cordoba,Río de los Sauces,0,
2020-12-01,Cordoba,Río Primero,0,
2020-12-01,Cordoba,Río Segundo,0,
2020-12-01,Cordoba,Río Tercero,0,
2020-12-01,Cordoba,Rosales,0,
2020-12-01,Cordoba,Rosario del Saladillo,0,
2020-12-01,Cordoba,Sacanta,0,
2020-12-01,Cordoba,Sagrada Familia,0,
2020-12-01,Cordoba,Saira,0,
2020-12-01,Cordoba,Saladillo,0,
2020-12-01,Cordoba,Saldán,0,
2020-12-01,Cordoba,Salsacate,0,
2020-12-01,Cordoba,Salsipuedes,0,
2020-12-01,Cordoba,Sampacho,0,
2020-12-01,Cordoba,San Agustín,0,
2020-12-01,Cordoba,San Antonio de Arredondo,0,
2020-12-01,Cordoba,San Antonio de Litín,0,
2020-12-01,Cordoba,San Basilio,0,
2020-12-01,Cordoba,San Carlos Minas,0,
2020-12-01,Cordoba,San Clemente,0,
2020-12-01,Cordoba,San Esteban,0,
2020-12-01,Cordoba,San Francisco,0,
2020-12-01,Cordoba,San Francisco del Chañar,0,
2020-12-01,Cordoba,San Gerónimo,0,
2020-12-01,Cordoba,San Ignacio,0,
2020-12-01,Cordoba,San Javier / Yacanto,0,
2020-12-01,Cordoba,San Joaquín,0,
2020-12-01,Cordoba,San José,0,
2020-12-01,Cordoba,San José de la Dormida,0,
2020-12-01,Cordoba,San José de las Salinas,0,
2020-12-01,Cordoba,San Lorenzo,0,
2020-12-01,Cordoba,San Marcos Sierras,0,
2020-12-01,Cordoba,San Marcos Sud,0,
2020-12-01,Cordoba,San Pedro,0,
2020-12-01,Cordoba,San Pedro Norte,0,
2020-12-01,Cordoba,San Roque,0,
2020-12-01,Cordoba,Santa Catalina,0,
2020-12-01,Cordoba,Santa Elena,0,
2020-12-01,Cordoba,Santa Eufemia,0,
2020-12-01,Cordoba,Santa María,0,
