fecha_ingreso,destino_provincia,destino_localidad,cantidad_certificados,cantidad_personas
2021-02-17,Neuquén,Villa la Angostura,355,699
2021-02-17,Neuquén,Villa Pehuenia,146,342
2021-02-17,Neuquén,Villa Traful,82,213
2021-02-17,Neuquén,Vista Alegre,0,
2021-02-17,Neuquén,Zapala,26,40
2021-02-17,Rio Negro,Aguada Cecilio,13,24
2021-02-17,Rio Negro,Aguada de Guerra,0,
2021-02-17,Rio Negro,Aguada Guzmán,1,4
2021-02-17,Rio Negro,Allen,7,8
2021-02-17,Rio Negro,Arroyo de la Ventana,0,
2021-02-17,Rio Negro,Arroyo los Berros,0,
2021-02-17,Rio Negro,Bahía Creek,1,3
2021-02-17,Rio Negro,Balneario El Cóndor,13,32
2021-02-17,Rio Negro,Balneario Las Grutas,504,1254
2021-02-17,Rio Negro,Bariloche,1236,2169
2021-02-17,Rio Negro,Campo Grande,1,1
2021-02-17,Rio Negro,Catriel,5,6
2021-02-17,Rio Negro,Cerro Policía,0,
2021-02-17,Rio Negro,Cervantes,0,
2021-02-17,Rio Negro,Chelforo,0,
2021-02-17,Rio Negro,Chichinales,1,1
2021-02-17,Rio Negro,Chimpay,0,
2021-02-17,Rio Negro,Chipauquil,0,
2021-02-17,Rio Negro,Choele Choel,21,40
2021-02-17,Rio Negro,Cinco Saltos,10,14
2021-02-17,Rio Negro,Cipolletti,35,58
2021-02-17,Rio Negro,Clemente Onelli,0,
2021-02-17,Rio Negro,Colán Conhue,0,
2021-02-17,Rio Negro,Comallo,1,2
2021-02-17,Rio Negro,Comicó,0,
2021-02-17,Rio Negro,Cona Niyeu,0,
2021-02-17,Rio Negro,Contralmirante Cordero,1,1
2021-02-17,Rio Negro,Coronel Belisle,0,
2021-02-17,Rio Negro,Darwin,1,4
2021-02-17,Rio Negro,Dina Huapi,4,7
2021-02-17,Rio Negro,El Bolsón,293,594
2021-02-17,Rio Negro,El Caín,0,
2021-02-17,Rio Negro,El Cuy,0,
2021-02-17,Rio Negro,El Foyel,0,
2021-02-17,Rio Negro,El Manso,0,
2021-02-17,Rio Negro,General Conesa,2,6
2021-02-17,Rio Negro,General Enrique Godoy,0,
2021-02-17,Rio Negro,General Fernández Oro,7,19
2021-02-17,Rio Negro,General Roca,26,49
2021-02-17,Rio Negro,Guardia Mitre,0,
2021-02-17,Rio Negro,Ingeniero Huergo,0,
2021-02-17,Rio Negro,Ingeniero Jacobacci,2,2
2021-02-17,Rio Negro,Lago Pellegrini,0,
2021-02-17,Rio Negro,Laguna Blanca,0,
2021-02-17,Rio Negro,La Lobería,0,
2021-02-17,Rio Negro,Lamarque,2,3
2021-02-17,Rio Negro,Los Menucos,1,2
2021-02-17,Rio Negro,Luis Beltrán,2,2
2021-02-17,Rio Negro,Mainqué,0,
2021-02-17,Rio Negro,Mamuel Choique,0,
2021-02-17,Rio Negro,Maquinchao,1,2
2021-02-17,Rio Negro,Mencué,0,
2021-02-17,Rio Negro,Ministro Ramos Mexia,1,5
2021-02-17,Rio Negro,Nahuel Niyeu,0,
2021-02-17,Rio Negro,Naupa Huen,0,
2021-02-17,Rio Negro,Ñorquincó,1,1
2021-02-17,Rio Negro,Ojos de Agua,0,
2021-02-17,Rio Negro,Paso Chacabuco,2,2
2021-02-17,Rio Negro,Paso Flores,0,
2021-02-17,Rio Negro,Peñas Blancas,0,
2021-02-17,Rio Negro,Pichi Leufu,0,
2021-02-17,Rio Negro,Pichi Mahuida,0,
2021-02-17,Rio Negro,Pilcaniyeu,0,
2021-02-17,Rio Negro,Pilquiniyeu,0,
2021-02-17,Rio Negro,Pilquiniyeu del Limay,0,
2021-02-17,Rio Negro,Playas Doradas,22,69
2021-02-17,Rio Negro,Pomona,1,1
2021-02-17,Rio Negro,Pozo Salado,0,
2021-02-17,Rio Negro,Puerto San Antonio Este,19,52
2021-02-17,Rio Negro,Rincón Treneta,0,
2021-02-17,Rio Negro,Río Chico,0,
2021-02-17,Rio Negro,Río Colorado,11,21
2021-02-17,Rio Negro,Saco Viejo,3,4
2021-02-17,Rio Negro,San Antonio Este,6,9
2021-02-17,Rio Negro,San Antonio Oeste,33,74
2021-02-17,Rio Negro,San Javier,0,
2021-02-17,Rio Negro,Sierra Colorada,0,
2021-02-17,Rio Negro,Sierra Grande,11,15
2021-02-17,Rio Negro,Sierra Pailemán,0,
2021-02-17,Rio Negro,Valcheta,1,4
2021-02-17,Rio Negro,Valle Azul,0,
2021-02-17,Rio Negro,Viedma,52,87
2021-02-17,Rio Negro,Villa Llanquín,1,2
2021-02-17,Rio Negro,Villa Mascardi,0,
2021-02-17,Rio Negro,Villa Regina,8,19
2021-02-17,Rio Negro,Yaminué,0,
2021-02-17,Salta,Aguaray,51,79
2021-02-17,Salta,Aguas Blancas,15,34
2021-02-17,Salta,Angastaco,1,3
2021-02-17,Salta,Animaná,0,
2021-02-17,Salta,Apolinario Saravia,7,15
2021-02-17,Salta,Cachi,49,81
2021-02-17,Salta,Cafayate,149,302
2021-02-17,Salta,Campamento Vespucio,1,2
2021-02-17,Salta,Campo Quijano,11,13
2021-02-17,Salta,Campo Santo,1,1
2021-02-17,Salta,Chicoana,6,6
2021-02-17,Salta,Colonia Santa Rosa,1,1
2021-02-17,Salta,Dique Cabra Corral,21,54
2021-02-17,Salta,Dique El Tunal,0,
2021-02-17,Salta,El Carril,2,3
2021-02-17,Salta,El Jardín,1,2
2021-02-17,Salta,El Potrero,0,
2021-02-17,Salta,El Quebrachal,5,8
2021-02-17,Salta,El Sauce,0,
2021-02-17,Salta,El Tala,6,8
2021-02-17,Salta,Embarcación,8,24
2021-02-17,Salta,General Ballivián,1,2
2021-02-17,Salta,General Güemes,38,61
2021-02-17,Salta,General Pizarro,1,1
2021-02-17,Salta,Guachipas,0,
2021-02-17,Salta,Hipólito Yrigoyen,6,15
2021-02-17,Salta,Iruya,9,24
2021-02-17,Salta,Isla de Cañas,2,4
2021-02-17,Salta,Joaquín V. González,5,6
2021-02-17,Salta,La Caldera,5,5
2021-02-17,Salta,La Candelaria,0,
2021-02-17,Salta,La Poma,0,
2021-02-17,Salta,Las Lajitas,1,1
2021-02-17,Salta,La Viña,10,14
2021-02-17,Salta,Los Toldos,0,
2021-02-17,Salta,Molinos,2,2
2021-02-17,Salta,Nazareno,0,
2021-02-17,Salta,Payogasta,0,
2021-02-17,Salta,Pichanal,3,5
2021-02-17,Salta,Profesor Salvador Mazza,22,54
2021-02-17,Salta,Río Piedras,0,
2021-02-17,Salta,Rivadavia Banda Norte,0,
2021-02-17,Salta,Rivadavia Banda Sur,0,
2021-02-17,Salta,Rosario de la Frontera,23,33
2021-02-17,Salta,Rosario de Lerma,22,31
2021-02-17,Salta,Salta,592,1078
2021-02-17,Salta,San Agustin,1,2
2021-02-17,Salta,San Antonio de los Cobres,5,10
2021-02-17,Salta,San Carlos,4,11
2021-02-17,Salta,San José de los Cerrillos,13,24
2021-02-17,Salta,San José de Metán,32,49
2021-02-17,Salta,San Ramón de la Nueva Orán,66,141
2021-02-17,Salta,Santa Victoria Este,1,1
2021-02-17,Salta,Santa Victoria Oeste,0,
2021-02-17,Salta,Seclantás,0,
2021-02-17,Salta,Tartagal,24,32
2021-02-17,Salta,Tolar Grande,0,
2021-02-17,Salta,Urundel,0,
2021-02-17,Salta,Vaqueros,13,28
2021-02-17,Salta,Villa San Lorenzo,35,65
2021-02-17,San Juan,Albardón,34,71
2021-02-17,San Juan,Angaco,1,1
2021-02-17,San Juan,Calingasta - Barreal,16,27
2021-02-17,San Juan,Capital,141,244
2021-02-17,San Juan,Caucete,15,31
2021-02-17,San Juan,Chimbas,15,30
2021-02-17,San Juan,Iglesia - Rodeo,9,24
2021-02-17,San Juan,Jáchal,19,36
2021-02-17,San Juan,Nueve de Julio,1,1
2021-02-17,San Juan,Pocito,15,22
2021-02-17,San Juan,Rawson,16,30
2021-02-17,San Juan,Rivadavia,10,17
2021-02-17,San Juan,San Martín,2,3
2021-02-17,San Juan,Santa Lucía,6,10
2021-02-17,San Juan,Sarmiento - Pedernal,3,9
2021-02-17,San Juan,Ullum,5,16
2021-02-17,San Juan,Valle Fértil - Ischigualasto,13,36
2021-02-17,San Juan,Veinticinco de Mayo,1,4
2021-02-17,San Juan,Zonda,16,21
2021-02-17,San Luis,Alto Pelado,17,22
2021-02-17,San Luis,Alto Pencoso,2,3
2021-02-17,San Luis,Anchorena,0,
2021-02-17,San Luis,Arizona,0,
2021-02-17,San Luis,Bagual,0,
2021-02-17,San Luis,Balde,4,13
2021-02-17,San Luis,Batavia,0,
2021-02-17,San Luis,Beazley,0,
2021-02-17,San Luis,Buena Esperanza,0,
2021-02-17,San Luis,Candelaria,1,1
2021-02-17,San Luis,Carolina,2,3
2021-02-17,San Luis,Carpintería,40,98
2021-02-17,San Luis,Chosmes,0,
2021-02-17,San Luis,Concarán,2,6
2021-02-17,San Luis,Cortaderas,29,64
2021-02-17,San Luis,Cruz de Piedra,0,
2021-02-17,San Luis,Desagüadero,2,6
2021-02-17,San Luis,El Morro,0,
2021-02-17,San Luis,El Trapiche,80,222
2021-02-17,San Luis,El Volcán,26,79
2021-02-17,San Luis,Estancia Grande,1,5
2021-02-17,San Luis,Fortín el Patria,0,
2021-02-17,San Luis,Fortuna,0,
2021-02-17,San Luis,Fraga,0,
2021-02-17,San Luis,Hualtarán - Sierra de las Quijadas,0,
2021-02-17,San Luis,Jarilla,0,
2021-02-17,San Luis,Juana Koslay,24,69
2021-02-17,San Luis,Juan Jorba,0,
2021-02-17,San Luis,Juan Llerena,0,
2021-02-17,San Luis,Justo Daract,5,6
2021-02-17,San Luis,La Calera,0,
2021-02-17,San Luis,Lafinur,0,
2021-02-17,San Luis,La Florida,3,13
2021-02-17,San Luis,La Punilla,0,
2021-02-17,San Luis,La Punta,15,32
2021-02-17,San Luis,Las Aguadas,0,
2021-02-17,San Luis,Las Chacras,0,
2021-02-17,San Luis,Las Lagunas,0,
2021-02-17,San Luis,La Toma,1,3
2021-02-17,San Luis,Lavaisse,0,
2021-02-17,San Luis,La Vertiente,0,
2021-02-17,San Luis,Leandro N. Alem,0,
2021-02-17,San Luis,Los Molles,19,50
2021-02-17,San Luis,Luján,5,12
2021-02-17,San Luis,Merlo,514,1106
2021-02-17,San Luis,Naschel,0,
2021-02-17,San Luis,Navia,0,
2021-02-17,San Luis,Nogolí,0,
2021-02-17,San Luis,Nueva Galia,3,5
2021-02-17,San Luis,Papagayos,1,2
2021-02-17,San Luis,Paso Grande,0,
2021-02-17,San Luis,Potrero de los Funes,120,309
2021-02-17,San Luis,Quines,4,5
2021-02-17,San Luis,Renca,1,4
2021-02-17,San Luis,Riocito,0,
2021-02-17,San Luis,Saladillo,0,
2021-02-17,San Luis,San Francisco del Monte de Oro,23,48
2021-02-17,San Luis,San Gerónimo,3,5
2021-02-17,San Luis,San Luis,85,149
2021-02-17,San Luis,San Martín,0,
2021-02-17,San Luis,San Pablo,0,
2021-02-17,San Luis,Santa Rosa de Conlara,6,11
2021-02-17,San Luis,Suyuque Nuevo,0,
2021-02-17,San Luis,Talita,0,
2021-02-17,San Luis,Tilisarao,0,
2021-02-17,San Luis,Union,0,
2021-02-17,San Luis,Valle De Pancanta,0,
2021-02-17,San Luis,Villa de la Quebrada,4,10
2021-02-17,San Luis,Villa del Carmen,2,12
2021-02-17,San Luis,Villa de Praga,0,
2021-02-17,San Luis,Villa General Roca,1,5
2021-02-17,San Luis,Villa Larca,3,6
2021-02-17,San Luis,Villa Mercedes,52,72
2021-02-17,San Luis,Villa Reynolds,2,2
2021-02-17,San Luis,Zanjitas,0,
2021-02-17,Santa Fe,Aarón Castellanos,17,28
2021-02-17,Santa Fe,Acebal,1,2
2021-02-17,Santa Fe,Aguará Grande,1,3
2021-02-17,Santa Fe,Albarellos,0,
2021-02-17,Santa Fe,Alcorta,0,
2021-02-17,Santa Fe,Aldao,0,
2021-02-17,Santa Fe,Alejandra,0,
2021-02-17,Santa Fe,Álvarez,1,1
2021-02-17,Santa Fe,Ambrosetti,0,
2021-02-17,Santa Fe,Amenábar,0,
2021-02-17,Santa Fe,Angélica,0,
2021-02-17,Santa Fe,Angeloni,0,
2021-02-17,Santa Fe,Arequito,1,3
2021-02-17,Santa Fe,Arminda,0,
2021-02-17,Santa Fe,Armstrong,0,
2021-02-17,Santa Fe,Arocena,2,2
2021-02-17,Santa Fe,Arroyo Aguiar,0,
2021-02-17,Santa Fe,Arroyo Ceibal,0,
2021-02-17,Santa Fe,Arroyo Leyes,1,2
2021-02-17,Santa Fe,Arroyo Seco,6,14
2021-02-17,Santa Fe,Arrufó,0,
2021-02-17,Santa Fe,Arteaga,0,
2021-02-17,Santa Fe,Ataliva,0,
2021-02-17,Santa Fe,Aurelia,0,
2021-02-17,Santa Fe,Avellaneda,1,1
2021-02-17,Santa Fe,Barrancas,0,
2021-02-17,Santa Fe,Bauer y Sigel,0,
2021-02-17,Santa Fe,Bella Italia,0,
2021-02-17,Santa Fe,Berabevú,0,
2021-02-17,Santa Fe,Berna,0,
2021-02-17,Santa Fe,Bernardo de Irigoyen,1,2
2021-02-17,Santa Fe,Bigand,0,
2021-02-17,Santa Fe,Bombal,0,
2021-02-17,Santa Fe,Bouquet,0,
2021-02-17,Santa Fe,Bustinza,0,
2021-02-17,Santa Fe,Cabal,0,
2021-02-17,Santa Fe,Cacique Ariacaiquín,0,
2021-02-17,Santa Fe,Cafferata,0,
2021-02-17,Santa Fe,Calchaquí,1,3
2021-02-17,Santa Fe,Campo Andino,0,
2021-02-17,Santa Fe,Campo Piaggio,0,
2021-02-17,Santa Fe,Candioti,0,
2021-02-17,Santa Fe,Cañada de Gómez,0,
2021-02-17,Santa Fe,Cañada del Ucle,0,
2021-02-17,Santa Fe,Cañada Ombú,3,3
2021-02-17,Santa Fe,Cañada Rica,0,
2021-02-17,Santa Fe,Cañada Rosquin,2,3
2021-02-17,Santa Fe,Capitán Bermúdez,4,4
2021-02-17,Santa Fe,Capivara,0,
2021-02-17,Santa Fe,Carcarañá,4,6
2021-02-17,Santa Fe,Carlos Pellegrini,1,3
2021-02-17,Santa Fe,Carmen,0,
2021-02-17,Santa Fe,Carmen del Sauce,0,
2021-02-17,Santa Fe,Carreras,0,
2021-02-17,Santa Fe,Carrizales,0,
2021-02-17,Santa Fe,Casalegno,0,
2021-02-17,Santa Fe,Casas,0,
2021-02-17,Santa Fe,Casilda,4,6
2021-02-17,Santa Fe,Castelar,0,
2021-02-17,Santa Fe,Castellanos,0,
2021-02-17,Santa Fe,Cayastá,7,25
2021-02-17,Santa Fe,Cayastacito,0,
2021-02-17,Santa Fe,Centeno,0,
2021-02-17,Santa Fe,Cepeda,0,
2021-02-17,Santa Fe,Ceres,4,4
2021-02-17,Santa Fe,Chabás,1,3
2021-02-17,Santa Fe,Chañar Ladeado,0,
2021-02-17,Santa Fe,Chapuy,0,
2021-02-17,Santa Fe,Chovet,0,
2021-02-17,Santa Fe,Christophersen,0,
2021-02-17,Santa Fe,Clason,1,1
2021-02-17,Santa Fe,Colonia Aldao,0,
2021-02-17,Santa Fe,Colonia Ana,0,
2021-02-17,Santa Fe,Colonia Belgrano,0,
2021-02-17,Santa Fe,Colonia Bicha,0,
2021-02-17,Santa Fe,Colonia Bigand,0,
2021-02-17,Santa Fe,Colonia Bossi,0,
2021-02-17,Santa Fe,Colonia Cavour,0,
2021-02-17,Santa Fe,Colonia Clara,0,
2021-02-17,Santa Fe,Colonia Dolores,3,3
2021-02-17,Santa Fe,Colonia Dos Rosas y la Legua,0,
2021-02-17,Santa Fe,Colonia Durán,0,
2021-02-17,Santa Fe,Colonia Esther,0,
2021-02-17,Santa Fe,Colonia Margarita,0,
2021-02-17,Santa Fe,Colonia Mascías,0,
2021-02-17,Santa Fe,Colonia Rosa,0,
2021-02-17,Santa Fe,Colonia San José,0,
2021-02-17,Santa Fe,Colonia Teresa,0,
2021-02-17,Santa Fe,Constanza,0,
2021-02-17,Santa Fe,Coronda,2,4
2021-02-17,Santa Fe,Coronel Arnold,0,
2021-02-17,Santa Fe,Coronel Bogado,0,
2021-02-17,Santa Fe,Coronel Fraga,0,
2021-02-17,Santa Fe,Coronel Rodolfo S. Domínguez,1,5
2021-02-17,Santa Fe,Correa,0,
2021-02-17,Santa Fe,Crispi,0,
2021-02-17,Santa Fe,Cululú,0,
2021-02-17,Santa Fe,Curupaity,0,
2021-02-17,Santa Fe,Desvío Arijón,6,9
2021-02-17,Santa Fe,Diaz,0,
2021-02-17,Santa Fe,Diego de Alvear,0,
2021-02-17,Santa Fe,Egusquiza,0,
2021-02-17,Santa Fe,El Arazá,0,
2021-02-17,Santa Fe,Elisa,0,
2021-02-17,Santa Fe,Elortondo,0,
2021-02-17,Santa Fe,El Rabón,3,7
2021-02-17,Santa Fe,El Sombrerito,0,
2021-02-17,Santa Fe,El Trébol,3,4
2021-02-17,Santa Fe,Emilia,0,
2021-02-17,Santa Fe,Empalme San Carlos,0,
2021-02-17,Santa Fe,Empalme Villa Constitución,3,7
2021-02-17,Santa Fe,Esmeralda,0,
2021-02-17,Santa Fe,Esperanza,9,13
2021-02-17,Santa Fe,Estación Alvear,0,
2021-02-17,Santa Fe,Estación Clucellas,0,
2021-02-17,Santa Fe,Esteban Rams,0,
2021-02-17,Santa Fe,Eusebia y Carolina,0,
2021-02-17,Santa Fe,Felicia,0,
2021-02-17,Santa Fe,Fighiera,1,1
2021-02-17,Santa Fe,Firmat,2,2
2021-02-17,Santa Fe,Florencia,4,10
2021-02-17,Santa Fe,Fortín Olmos,2,4
2021-02-17,Santa Fe,Franck,0,
2021-02-17,Santa Fe,Fray Luis Beltrán,0,
2021-02-17,Santa Fe,Frontera,0,
2021-02-17,Santa Fe,Fuentes,3,6
2021-02-17,Santa Fe,Funes,4,10
2021-02-17,Santa Fe,Gaboto,0,
2021-02-17,Santa Fe,Gálvez,5,10
2021-02-17,Santa Fe,Garabato,0,
2021-02-17,Santa Fe,Garibaldi,0,
2021-02-17,Santa Fe,Gato Colorado,0,
2021-02-17,Santa Fe,General Gelly,0,
2021-02-17,Santa Fe,General Lagos,0,
2021-02-17,Santa Fe,Gessler,0,
2021-02-17,Santa Fe,Gobernador Crespo,0,
2021-02-17,Santa Fe,Gödeken,0,
2021-02-17,Santa Fe,Godoy,1,1
2021-02-17,Santa Fe,Golondrina,0,
2021-02-17,Santa Fe,Granadero Baigorria,0,
2021-02-17,Santa Fe,Gregoria Pérez de denis,2,2
2021-02-17,Santa Fe,Grutly,0,
2021-02-17,Santa Fe,Guadalupe Norte,1,1
2021-02-17,Santa Fe,Helvecia,6,20
2021-02-17,Santa Fe,Hersilia,0,
2021-02-17,Santa Fe,Hipatía,0,
2021-02-17,Santa Fe,Huanqueros,0,
2021-02-17,Santa Fe,Hughes,2,4
2021-02-17,Santa Fe,Humberto Primo,0,
2021-02-17,Santa Fe,Humboldt,0,
2021-02-17,Santa Fe,Ibarlucea,0,
2021-02-17,Santa Fe,Ingeniero Chanourdie,0,
2021-02-17,Santa Fe,Intiyaco,0,
2021-02-17,Santa Fe,Ituzaingó,3,3
2021-02-17,Santa Fe,Jacinto L. Aráuz,0,
2021-02-17,Santa Fe,Josefina,0,
2021-02-17,Santa Fe,Juan Bernabé Molina,0,
2021-02-17,Santa Fe,Juan de Garay,0,
2021-02-17,Santa Fe,Juncal,0,
2021-02-17,Santa Fe,Labordeboy,1,2
2021-02-17,Santa Fe,La Brava,0,
2021-02-17,Santa Fe,La Cabral,0,
2021-02-17,Santa Fe,La Camila,0,
2021-02-17,Santa Fe,La Chispa,0,
2021-02-17,Santa Fe,La Criolla,0,
2021-02-17,Santa Fe,La Gallareta,6,12
2021-02-17,Santa Fe,Laguna Paiva,1,3
2021-02-17,Santa Fe,La Lucila,0,
2021-02-17,Santa Fe,Landeta,0,
2021-02-17,Santa Fe,Lanteri,0,
2021-02-17,Santa Fe,La Pelada,0,
2021-02-17,Santa Fe,La Penca y Caraguatá,0,
2021-02-17,Santa Fe,Larrechea,0,
2021-02-17,Santa Fe,La Rubia,0,
2021-02-17,Santa Fe,La Sarita,0,
2021-02-17,Santa Fe,Las Avispas,0,
2021-02-17,Santa Fe,Las Bandurrias,0,
2021-02-17,Santa Fe,Las Garzas,0,
2021-02-17,Santa Fe,Las Palmeras,0,
2021-02-17,Santa Fe,Las Parejas,4,7
2021-02-17,Santa Fe,Las Petacas,0,
2021-02-17,Santa Fe,Las Rosas,0,
2021-02-17,Santa Fe,Las Toscas,7,15
2021-02-17,Santa Fe,Las Tunas,0,
2021-02-17,Santa Fe,La Vanguardia,0,
2021-02-17,Santa Fe,Lazzarino,0,
2021-02-17,Santa Fe,Lehmann,0,
2021-02-17,Santa Fe,Llambi Campbell,0,
2021-02-17,Santa Fe,Logroño,0,
2021-02-17,Santa Fe,López,0,
2021-02-17,Santa Fe,Los Amores,0,
2021-02-17,Santa Fe,Los Cardos,0,
2021-02-17,Santa Fe,Los Laureles,0,
2021-02-17,Santa Fe,Los Molinos,0,
2021-02-17,Santa Fe,Los Quirquinchos,0,
2021-02-17,Santa Fe,Lucio V. López,0,
2021-02-17,Santa Fe,Luis Palacios,0,
2021-02-17,Santa Fe,Maciel,0,
2021-02-17,Santa Fe,Maggiolo,0,
2021-02-17,Santa Fe,Malabrigo,2,3
2021-02-17,Santa Fe,Marcelino Escalada,0,
2021-02-17,Santa Fe,Margarita,0,
2021-02-17,Santa Fe,María Juana,0,
2021-02-17,Santa Fe,María Luisa,0,
2021-02-17,Santa Fe,María Susana,0,
2021-02-17,Santa Fe,María Teresa,2,2
2021-02-17,Santa Fe,Matilde,0,
2021-02-17,Santa Fe,Mauá,0,
2021-02-17,Santa Fe,Máximo Paz,0,
2021-02-17,Santa Fe,Melincué,7,14
2021-02-17,Santa Fe,Miguel Torres,0,
2021-02-17,Santa Fe,Moisés Ville,0,
2021-02-17,Santa Fe,Monigotes,0,
2021-02-17,Santa Fe,Monje,1,2
2021-02-17,Santa Fe,Monte Oscuridad,0,
2021-02-17,Santa Fe,Montes de Oca,0,
2021-02-17,Santa Fe,Monte Vera,2,2
2021-02-17,Santa Fe,Murphy,0,
2021-02-17,Santa Fe,Naré,0,
2021-02-17,Santa Fe,Nelson,1,2
2021-02-17,Santa Fe,Nicanor Molinas,0,
2021-02-17,Santa Fe,Nuevo Torino,0,
2021-02-17,Santa Fe,Ñanducita,0,
2021-02-17,Santa Fe,Oliveros,3,9
2021-02-17,Santa Fe,Palacios,0,
2021-02-17,Santa Fe,Pavón,0,
2021-02-17,Santa Fe,Pavón Arriba,0,
2021-02-17,Santa Fe,Pedro Gómez Cello,0,
2021-02-17,Santa Fe,Pérez,2,3
2021-02-17,Santa Fe,Peyrano,0,
2021-02-17,Santa Fe,Piamonte,0,
2021-02-17,Santa Fe,Pilar,0,
2021-02-17,Santa Fe,Piñero,0,
2021-02-17,Santa Fe,Plaza Clucellas,0,
2021-02-17,Santa Fe,Pozo Borrado,0,
2021-02-17,Santa Fe,Presidente Roca,0,
2021-02-17,Santa Fe,Progreso,1,2
2021-02-17,Santa Fe,Providencia,0,
2021-02-17,Santa Fe,Pueblo Andino,0,
2021-02-17,Santa Fe,Pueblo Esther,0,
2021-02-17,Santa Fe,Pueblo Irigoyen,0,
2021-02-17,Santa Fe,Pueblo Muñoz,0,
2021-02-17,Santa Fe,Pueblo Uranga,0,
2021-02-17,Santa Fe,Puerto General San Martín,2,2
2021-02-17,Santa Fe,Pujato,0,
2021-02-17,Santa Fe,Pujato Norte,0,
2021-02-17,Santa Fe,Rafaela,29,48
2021-02-17,Santa Fe,Ramayón,0,
2021-02-17,Santa Fe,Ramona,0,
2021-02-17,Santa Fe,Reconquista,5,6
2021-02-17,Santa Fe,Recreo,4,6
2021-02-17,Santa Fe,Ricardone,1,2
2021-02-17,Santa Fe,Roldán,4,8
2021-02-17,Santa Fe,Romang,3,4
2021-02-17,Santa Fe,Rosario,328,509
2021-02-17,Santa Fe,Rueda,0,
2021-02-17,Santa Fe,Rufino,8,8
2021-02-17,Santa Fe,Saguier,0,
2021-02-17,Santa Fe,Saladero Mariano Cabal,4,7
2021-02-17,Santa Fe,Salto Grande,2,5
2021-02-17,Santa Fe,San Agustín,0,
2021-02-17,Santa Fe,San Antonio,0,
2021-02-17,Santa Fe,San Antonio de Obligado,0,
2021-02-17,Santa Fe,San Bernardo (N.J.),0,
2021-02-17,Santa Fe,San Bernardo (S.J.),0,
2021-02-17,Santa Fe,San Carlos Centro,0,
2021-02-17,Santa Fe,San Carlos Norte,0,
2021-02-17,Santa Fe,San Carlos Sud,0,
2021-02-17,Santa Fe,San Cristóbal,2,3
2021-02-17,Santa Fe,Sancti Spiritu,0,
2021-02-17,Santa Fe,San Eduardo,0,
2021-02-17,Santa Fe,San Eugenio,0,
2021-02-17,Santa Fe,San Fabián,0,
2021-02-17,Santa Fe,Sanford,0,
2021-02-17,Santa Fe,San Francisco de Santa Fe,0,
2021-02-17,Santa Fe,San Genaro,0,
2021-02-17,Santa Fe,San Gregorio,0,
2021-02-17,Santa Fe,San Guillermo,0,
2021-02-17,Santa Fe,San Javier,14,32
2021-02-17,Santa Fe,San Jerónimo del Sauce,0,
2021-02-17,Santa Fe,San Jerónimo Norte,0,
2021-02-17,Santa Fe,San Jerónimo Sud,2,2
2021-02-17,Santa Fe,San Jorge,0,
2021-02-17,Santa Fe,San José de la Esquina,0,
2021-02-17,Santa Fe,San José del Rincón,5,15
2021-02-17,Santa Fe,San Justo,4,8
2021-02-17,Santa Fe,San Lorenzo,7,11
2021-02-17,Santa Fe,San Mariano,0,
2021-02-17,Santa Fe,San Martín de las Escobas,0,
2021-02-17,Santa Fe,San Martín Norte,0,
2021-02-17,Santa Fe,Santa Clara de Buena Vista,0,
2021-02-17,Santa Fe,Santa Clara de Saguier,0,
2021-02-17,Santa Fe,Santa Fe,83,130
2021-02-17,Santa Fe,Santa Isabel,0,
2021-02-17,Santa Fe,Santa Margarita,0,
2021-02-17,Santa Fe,Santa María Centro,0,
2021-02-17,Santa Fe,Santa Rosa de Calchines,6,13
2021-02-17,Santa Fe,Santa Teresa,0,
2021-02-17,Santa Fe,Santo Domingo,0,
2021-02-17,Santa Fe,Santo Tomé,21,33
2021-02-17,Santa Fe,San Vicente,0,
2021-02-17,Santa Fe,Sa Pereira,0,
2021-02-17,Santa Fe,Sargento Cabral,0,
2021-02-17,Santa Fe,Sarmiento,0,
2021-02-17,Santa Fe,Sastre,0,
2021-02-17,Santa Fe,Sauce Viejo,9,26
2021-02-17,Santa Fe,Serodino,0,
2021-02-17,Santa Fe,Soldini,0,
2021-02-17,Santa Fe,Soledad,0,
2021-02-17,Santa Fe,Soutomayor,0,
2021-02-17,Santa Fe,Suardi,0,
2021-02-17,Santa Fe,Sunchales,2,4
2021-02-17,Santa Fe,Susana,0,
2021-02-17,Santa Fe,Tacuarendí,0,
2021-02-17,Santa Fe,Tacural,0,
2021-02-17,Santa Fe,Tacurales,0,
2021-02-17,Santa Fe,Tartagal,0,
2021-02-17,Santa Fe,Teodelina,0,
2021-02-17,Santa Fe,Theobald,0,
2021-02-17,Santa Fe,Timbúes,0,
2021-02-17,Santa Fe,Toba,0,
2021-02-17,Santa Fe,Tortugas,0,
2021-02-17,Santa Fe,Tostado,0,
2021-02-17,Santa Fe,Totoras,1,3
2021-02-17,Santa Fe,Venado Tuerto,11,16
2021-02-17,Santa Fe,Vera,3,6
2021-02-17,Santa Fe,Vera y Pintado,0,
2021-02-17,Santa Fe,Videla,0,
2021-02-17,Santa Fe,Vila,0,
2021-02-17,Santa Fe,Villa Amelia,0,
2021-02-17,Santa Fe,Villa Ana,2,3
2021-02-17,Santa Fe,Villa Cañás,1,2
2021-02-17,Santa Fe,Villa Constitución,0,
